date,state,fips,cases,deaths
28/03/2020,San Martin,23,2,0
28/03/2020,Tumbes,24,2,0
29/03/2020,Ancash,2,5,0
29/03/2020,Arequipa,4,6,0
29/03/2020,Callao,7,10,0
29/03/2020,Cusco,8,8,0
29/03/2020,Ica,11,1,0
29/03/2020,La Libertad,13,2,0
29/03/2020,Lambayeque,14,1,0
29/03/2020,Lima,15,107,0
29/03/2020,Loreto,17,1,0
29/03/2020,San Martin,23,1,0
30/03/2020,Arequipa,4,5,0
30/03/2020,Callao,7,1,0
30/03/2020,Cusco,8,1,0
30/03/2020,Huanuco,10,2,0
30/03/2020,Junin,12,4,0
30/03/2020,La Libertad,13,4,0
30/03/2020,Lambayeque,14,8,0
30/03/2020,Lima,15,90,0
30/03/2020,Lima Region,16,6,0
30/03/2020,Loreto,17,5,0
30/03/2020,Puno,22,1,0
30/03/2020,San Martin,23,1,0
30/03/2020,Tumbes,24,2,0
31/03/2020,Ancash,2,2,0
31/03/2020,Arequipa,4,4,0
31/03/2020,Callao,7,12,0
31/03/2020,Cusco,8,8,0
31/03/2020,Huancavelica,9,1,0
31/03/2020,Ica,11,3,0
31/03/2020,La Libertad,13,11,0
31/03/2020,Lambayeque,14,4,0
31/03/2020,Lima,15,190,0
31/03/2020,Lima Region,16,2,0
31/03/2020,Loreto,17,4,0
31/03/2020,Piura,21,5,0
31/03/2020,Tumbes,24,3,0
1/04/2020,Apurimac,3,1,0
1/04/2020,Cajamarca,6,1,0
1/04/2020,Callao,7,22,0
1/04/2020,Cusco,8,4,0
1/04/2020,Junin,12,2,0
1/04/2020,La Libertad,13,7,0
1/04/2020,Lambayeque,14,1,0
1/04/2020,Lima,15,58,0
1/04/2020,Lima Region,16,3,0
1/04/2020,Loreto,17,11,0
1/04/2020,Madre de Dios,18,1,0
1/04/2020,Piura,21,4,0
1/04/2020,Tumbes,24,2,0
2/04/2020,Ancash,2,2,0
2/04/2020,Arequipa,4,7,0
2/04/2020,Cajamarca,6,1,0
2/04/2020,Callao,7,6,0
2/04/2020,Cusco,8,7,0
2/04/2020,La Libertad,13,7,0
2/04/2020,Lambayeque,14,5,0
2/04/2020,Lima,15,168,0
2/04/2020,Lima Region,16,2,0
2/04/2020,Loreto,17,9,0
2/04/2020,Piura,21,1,0
2/04/2020,Tumbes,24,6,0
2/04/2020,Ucayali,25,1,0
3/04/2020,Cajamarca,6,2,0
3/04/2020,Callao,7,14,0
3/04/2020,Cusco,8,4,0
3/04/2020,Huancavelica,9,1,0
3/04/2020,Ica,11,4,0
3/04/2020,Junin,12,8,0
3/04/2020,La Libertad,13,5,0
3/04/2020,Lambayeque,14,31,0
3/04/2020,Lima,15,170,0
3/04/2020,Lima Region,16,16,0
3/04/2020,Loreto,17,25,0
3/04/2020,Pasco,20,1,0
3/04/2020,Piura,21,2,0
3/04/2020,San Martin,23,3,0
3/04/2020,Tumbes,24,5,0
3/04/2020,Ucayali,25,1,0
4/04/2020,Ancash,2,9,0
4/04/2020,Arequipa,4,14,0
4/04/2020,Ayacucho,5,2,0
4/04/2020,Callao,7,174,0
4/04/2020,Cusco,8,11,0
4/04/2020,Ica,11,5,0
4/04/2020,La Libertad,13,1,0
4/04/2020,Lambayeque,14,49,0
4/04/2020,Lima,15,480,0
4/04/2020,Lima Region,16,19,0
4/04/2020,Loreto,17,40,0
4/04/2020,Moquegua,19,1,0
4/04/2020,Pasco,20,1,0
4/04/2020,Piura,21,5,0
4/04/2020,Tumbes,24,10,0
4/04/2020,Ucayali,25,6,0
5/04/2020,Amazonas,1,4,0
5/04/2020,Ancash,2,7,0
5/04/2020,Arequipa,4,9,0
5/04/2020,Ayacucho,5,2,0
5/04/2020,Callao,7,48,0
5/04/2020,Cusco,8,2,0
5/04/2020,Huancavelica,9,1,0
5/04/2020,Huanuco,10,1,0
5/04/2020,Ica,11,4,0
5/04/2020,Junin,12,4,0
5/04/2020,La Libertad,13,7,0
5/04/2020,Lambayeque,14,8,0
5/04/2020,Lima,15,308,0
5/04/2020,Lima Region,16,5,0
5/04/2020,Loreto,17,31,0
5/04/2020,Pasco,20,2,0
5/04/2020,Piura,21,1,0
6/04/2020,Amazonas,1,1,0
6/04/2020,Ancash,2,13,0
6/04/2020,Arequipa,4,7,0
6/04/2020,Callao,7,66,0
6/04/2020,Cusco,8,1,0
6/04/2020,Huancavelica,9,5,0
6/04/2020,Huanuco,10,3,0
6/04/2020,Ica,11,7,0
6/04/2020,La Libertad,13,4,0
6/04/2020,Lambayeque,14,28,0
6/04/2020,Lima,15,473,0
6/04/2020,Lima Region,16,9,0
6/04/2020,Loreto,17,10,0
6/04/2020,Moquegua,19,1,0
6/04/2020,Piura,21,8,0
6/04/2020,Puno,22,1,0
6/04/2020,Tumbes,24,5,0
6/04/2020,Ucayali,25,5,0
7/04/2020,Amazonas,1,4,0
7/04/2020,Ancash,2,26,0
7/04/2020,Arequipa,4,4,0
7/04/2020,Cajamarca,6,3,0
7/04/2020,Callao,7,51,0
7/04/2020,Huancavelica,9,1,0
7/04/2020,Huanuco,10,2,0
7/04/2020,Ica,11,9,0
7/04/2020,Junin,12,13,0
7/04/2020,La Libertad,13,21,0
7/04/2020,Lambayeque,14,156,0
7/04/2020,Lima,15,614,0
7/04/2020,Lima Region,16,18,0
7/04/2020,Loreto,17,100,0
7/04/2020,Piura,21,11,0
7/04/2020,San Martin,23,3,0
7/04/2020,Tumbes,24,4,0
7/04/2020,Ucayali,25,1,0
8/04/2020,Amazonas,1,5,0
8/04/2020,Ancash,2,10,0
8/04/2020,Arequipa,4,5,0
8/04/2020,Ayacucho,5,3,0
8/04/2020,Cajamarca,6,3,0
8/04/2020,Callao,7,127,0
8/04/2020,Cusco,8,3,0
8/04/2020,Huanuco,10,5,0
8/04/2020,Ica,11,9,0
8/04/2020,Junin,12,2,0
8/04/2020,La Libertad,13,22,0
8/04/2020,Lambayeque,14,75,0
8/04/2020,Lima,15,673,0
8/04/2020,Lima Region,16,22,0
8/04/2020,Loreto,17,68,0
8/04/2020,Madre de Dios,18,3,0
8/04/2020,Moquegua,19,1,0
8/04/2020,Piura,21,21,0
8/04/2020,San Martin,23,4,0
8/04/2020,Tumbes,24,22,0
9/04/2020,Amazonas,1,5,0
9/04/2020,Ancash,2,12,0
9/04/2020,Apurimac,3,3,0
9/04/2020,Arequipa,4,6,0
9/04/2020,Ayacucho,5,2,0
9/04/2020,Cajamarca,6,6,0
9/04/2020,Callao,7,48,0
9/04/2020,Cusco,8,2,0
9/04/2020,Huanuco,10,7,0
9/04/2020,Ica,11,5,0
9/04/2020,Junin,12,14,0
9/04/2020,La Libertad,13,7,0
9/04/2020,Lambayeque,14,20,0
9/04/2020,Lima,15,607,0
9/04/2020,Lima Region,16,16,0
9/04/2020,Loreto,17,4,0
9/04/2020,Madre de Dios,18,1,0
9/04/2020,Pasco,20,5,0
9/04/2020,Piura,21,40,0
9/04/2020,Puno,22,1,0
9/04/2020,San Martin,23,5,0
9/04/2020,Tumbes,24,1,0
10/04/2020,Ancash,2,16,0
10/04/2020,Arequipa,4,2,0
10/04/2020,Ayacucho,5,2,0
10/04/2020,Callao,7,88,0
10/04/2020,Cusco,8,3,0
10/04/2020,Huanuco,10,3,0
10/04/2020,Ica,11,15,0
10/04/2020,Junin,12,2,0
10/04/2020,La Libertad,13,5,0
10/04/2020,Lambayeque,14,59,0
10/04/2020,Lima,15,763,0
10/04/2020,Lima Region,16,26,0
10/04/2020,Loreto,17,7,0
10/04/2020,Moquegua,19,4,0
10/04/2020,Pasco,20,1,0
10/04/2020,Piura,21,36,0
10/04/2020,Tumbes,24,3,0
10/04/2020,Ucayali,25,3,0
11/04/2020,Ancash,2,25,0
11/04/2020,Apurimac,3,2,0
11/04/2020,Arequipa,4,12,0
11/04/2020,Cajamarca,6,1,0
11/04/2020,Callao,7,303,0
11/04/2020,Cusco,8,43,0
11/04/2020,Huancavelica,9,2,0
11/04/2020,Huanuco,10,7,0
11/04/2020,Ica,11,20,0
11/04/2020,Junin,12,8,0
11/04/2020,La Libertad,13,9,0
11/04/2020,Lambayeque,14,67,0
11/04/2020,Lima,15,742,0
11/04/2020,Lima Region,16,24,0
11/04/2020,Loreto,17,13,0
11/04/2020,Madre de Dios,18,16,0
11/04/2020,Moquegua,19,3,0
11/04/2020,Pasco,20,2,0
11/04/2020,Piura,21,49,0
11/04/2020,Puno,22,1,0
11/04/2020,San Martin,23,15,0
11/04/2020,Tumbes,24,39,0
11/04/2020,Ucayali,25,1,0
12/04/2020,Amazonas,1,8,0
12/04/2020,Ancash,2,7,0
12/04/2020,Arequipa,4,15,0
12/04/2020,Cajamarca,6,1,0
12/04/2020,Callao,7,38,0
12/04/2020,Huancavelica,9,2,0
12/04/2020,Huanuco,10,4,0
12/04/2020,Ica,11,3,0
12/04/2020,Junin,12,4,0
12/04/2020,La Libertad,13,3,0
12/04/2020,Lambayeque,14,56,0
12/04/2020,Lima,15,509,0
12/04/2020,Lima Region,16,8,0
12/04/2020,Loreto,17,25,0
12/04/2020,Madre de Dios,18,14,0
12/04/2020,Piura,21,32,0
12/04/2020,Tumbes,24,6,0
12/04/2020,Ucayali,25,3,0
13/04/2020,Ancash,2,19,0
13/04/2020,Apurimac,3,7,0
13/04/2020,Arequipa,4,12,0
13/04/2020,Ayacucho,5,5,0
13/04/2020,Cajamarca,6,4,0
13/04/2020,Callao,7,311,0
13/04/2020,Cusco,8,1,0
13/04/2020,Huancavelica,9,1,0
13/04/2020,Huanuco,10,5,0
13/04/2020,Ica,11,27,0
13/04/2020,Junin,12,9,0
13/04/2020,La Libertad,13,23,0
13/04/2020,Lambayeque,14,59,0
13/04/2020,Lima,15,694,0
13/04/2020,Lima Region,16,18,0
13/04/2020,Loreto,17,26,0
13/04/2020,Madre de Dios,18,5,0
13/04/2020,Moquegua,19,2,0
13/04/2020,Piura,21,31,0
13/04/2020,Puno,22,1,0
13/04/2020,Tumbes,24,13,0
13/04/2020,Ucayali,25,11,0
14/04/2020,Amazonas,1,8,0
14/04/2020,Ancash,2,28,0
14/04/2020,Apurimac,3,10,0
14/04/2020,Arequipa,4,13,0
14/04/2020,Ayacucho,5,5,0
14/04/2020,Cajamarca,6,7,0
14/04/2020,Callao,7,83,0
14/04/2020,Cusco,8,3,0
14/04/2020,Huancavelica,9,1,0
14/04/2020,Huanuco,10,10,0
14/04/2020,Ica,11,6,0
14/04/2020,Junin,12,33,0
14/04/2020,La Libertad,13,25,0
14/04/2020,Lambayeque,14,60,0
14/04/2020,Lima,15,606,0
14/04/2020,Lima Region,16,8,0
14/04/2020,Loreto,17,31,0
14/04/2020,Madre de Dios,18,4,0
14/04/2020,Moquegua,19,6,0
14/04/2020,Pasco,20,2,0
14/04/2020,Piura,21,55,0
14/04/2020,San Martin,23,6,0
14/04/2020,Tumbes,24,22,0
14/04/2020,Ucayali,25,6,0
15/04/2020,Amazonas,1,11,0
15/04/2020,Ancash,2,42,0
15/04/2020,Apurimac,3,4,0
15/04/2020,Arequipa,4,27,0
15/04/2020,Ayacucho,5,4,0
15/04/2020,Cajamarca,6,10,0
15/04/2020,Callao,7,99,0
15/04/2020,Cusco,8,1,0
15/04/2020,Huancavelica,9,4,0
15/04/2020,Huanuco,10,14,0
15/04/2020,Ica,11,14,0
15/04/2020,Junin,12,12,0
15/04/2020,La Libertad,13,27,0
15/04/2020,Lambayeque,14,176,0
15/04/2020,Lima,15,746,0
15/04/2020,Lima Region,16,30,0
15/04/2020,Loreto,17,12,0
15/04/2020,Madre de Dios,18,7,0
15/04/2020,Moquegua,19,4,0
15/04/2020,Pasco,20,3,0
15/04/2020,Piura,21,77,0
15/04/2020,Puno,22,4,0
15/04/2020,San Martin,23,13,0
15/04/2020,Tumbes,24,18,0
15/04/2020,Ucayali,25,22,0
16/04/2020,Amazonas,1,3,0
16/04/2020,Ancash,2,37,0
16/04/2020,Apurimac,3,4,0
16/04/2020,Arequipa,4,41,0
16/04/2020,Ayacucho,5,1,0
16/04/2020,Cajamarca,6,6,0
16/04/2020,Callao,7,100,0
16/04/2020,Cusco,8,9,0
16/04/2020,Huancavelica,9,6,0
16/04/2020,Huanuco,10,11,0
16/04/2020,Ica,11,23,0
16/04/2020,Junin,12,28,0
16/04/2020,La Libertad,13,25,0
16/04/2020,Lambayeque,14,86,0
16/04/2020,Lima,15,813,0
16/04/2020,Lima Region,16,23,0
16/04/2020,Loreto,17,8,0
16/04/2020,Madre de Dios,18,6,0
16/04/2020,Moquegua,19,5,0
16/04/2020,Pasco,20,3,0
16/04/2020,Piura,21,52,0
16/04/2020,Puno,22,2,0
16/04/2020,San Martin,23,11,0
16/04/2020,Tumbes,24,12,0
16/04/2020,Ucayali,25,7,0
17/04/2020,Amazonas,1,1,0
17/04/2020,Ancash,2,25,0
17/04/2020,Apurimac,3,6,0
17/04/2020,Arequipa,4,12,0
17/04/2020,Ayacucho,5,4,0
17/04/2020,Cajamarca,6,10,0
17/04/2020,Callao,7,116,0
17/04/2020,Cusco,8,12,0
17/04/2020,Huancavelica,9,1,0
17/04/2020,Huanuco,10,38,0
17/04/2020,Ica,11,22,0
17/04/2020,Junin,12,20,0
17/04/2020,La Libertad,13,26,0
17/04/2020,Lambayeque,14,77,0
17/04/2020,Lima,15,541,0
17/04/2020,Lima Region,16,31,0
17/04/2020,Loreto,17,58,0
17/04/2020,Madre de Dios,18,5,0
17/04/2020,Moquegua,19,5,0
17/04/2020,Pasco,20,3,0
17/04/2020,Piura,21,49,0
17/04/2020,Puno,22,4,0
17/04/2020,San Martin,23,12,0
17/04/2020,Tumbes,24,7,0
17/04/2020,Ucayali,25,15,0
18/04/2020,Amazonas,1,3,0
18/04/2020,Ancash,2,56,0
18/04/2020,Apurimac,3,5,0
18/04/2020,Arequipa,4,33,0
18/04/2020,Cajamarca,6,7,0
18/04/2020,Callao,7,107,0
18/04/2020,Cusco,8,15,0
18/04/2020,Huanuco,10,20,0
18/04/2020,Ica,11,19,0
18/04/2020,Junin,12,14,0
18/04/2020,La Libertad,13,27,0
18/04/2020,Lambayeque,14,48,0
18/04/2020,Lima,15,835,0
18/04/2020,Lima Region,16,31,0
18/04/2020,Loreto,17,71,0
18/04/2020,Madre de Dios,18,4,0
18/04/2020,Pasco,20,16,0
18/04/2020,Piura,21,42,0
18/04/2020,Puno,22,9,0
18/04/2020,San Martin,23,12,0
18/04/2020,Tumbes,24,6,0
18/04/2020,Ucayali,25,19,0
19/04/2020,Amazonas,1,1,0
19/04/2020,Ancash,2,10,0
19/04/2020,Arequipa,4,3,0
19/04/2020,Ayacucho,5,3,0
19/04/2020,Cajamarca,6,2,0
19/04/2020,Callao,7,78,0
19/04/2020,Huancavelica,9,2,0
19/04/2020,Huanuco,10,4,0
19/04/2020,Ica,11,4,0
19/04/2020,Junin,12,5,0
19/04/2020,La Libertad,13,10,0
19/04/2020,Lambayeque,14,27,0
19/04/2020,Lima,15,799,0
19/04/2020,Lima Region,16,38,0
19/04/2020,Loreto,17,42,0
19/04/2020,Moquegua,19,1,0
19/04/2020,Pasco,20,2,0
19/04/2020,Piura,21,12,0
19/04/2020,San Martin,23,1,0
19/04/2020,Tumbes,24,6,0
19/04/2020,Ucayali,25,22,0
20/04/2020,Amazonas,1,3,0
20/04/2020,Ancash,2,34,0
20/04/2020,Apurimac,3,1,0
20/04/2020,Arequipa,4,28,0
20/04/2020,Ayacucho,5,3,0
20/04/2020,Cajamarca,6,11,0
20/04/2020,Callao,7,374,0
20/04/2020,Cusco,8,15,0
20/04/2020,Huancavelica,9,3,0
20/04/2020,Huanuco,10,7,0
20/04/2020,Ica,11,28,0
20/04/2020,Junin,12,19,0
20/04/2020,La Libertad,13,53,0
20/04/2020,Lambayeque,14,146,0
20/04/2020,Lima,15,1073,0
20/04/2020,Lima Region,16,51,0
20/04/2020,Loreto,17,42,0
20/04/2020,Madre de Dios,18,5,0
20/04/2020,Moquegua,19,9,0
20/04/2020,Pasco,20,13,0
20/04/2020,Piura,21,54,0
20/04/2020,Puno,22,10,0
20/04/2020,San Martin,23,7,0
20/04/2020,Tumbes,24,17,0
20/04/2020,Ucayali,25,26,0
21/04/2020,Amazonas,1,7,0
21/04/2020,Ancash,2,45,0
21/04/2020,Apurimac,3,8,0
21/04/2020,Arequipa,4,28,0
21/04/2020,Ayacucho,5,1,0
21/04/2020,Cajamarca,6,9,0
21/04/2020,Callao,7,432,0
21/04/2020,Cusco,8,7,0
21/04/2020,Huancavelica,9,1,0
21/04/2020,Huanuco,10,10,0
21/04/2020,Ica,11,22,0
21/04/2020,Junin,12,28,0
21/04/2020,La Libertad,13,45,0
21/04/2020,Lambayeque,14,133,0
21/04/2020,Lima,15,1197,0
21/04/2020,Lima Region,16,51,0
21/04/2020,Loreto,17,19,0
21/04/2020,Madre de Dios,18,6,0
21/04/2020,Moquegua,19,8,0
21/04/2020,Pasco,20,12,0
21/04/2020,Piura,21,50,0
21/04/2020,Puno,22,16,0
21/04/2020,San Martin,23,5,0
21/04/2020,Tumbes,24,2,0
21/04/2020,Ucayali,25,23,0
22/04/2020,Amazonas,1,2,0
22/04/2020,Ancash,2,30,0
22/04/2020,Apurimac,3,4,0
22/04/2020,Arequipa,4,43,0
22/04/2020,Ayacucho,5,2,0
22/04/2020,Cajamarca,6,35,0
22/04/2020,Callao,7,123,0
22/04/2020,Cusco,8,19,0
22/04/2020,Huancavelica,9,4,0
22/04/2020,Huanuco,10,5,0
22/04/2020,Ica,11,32,0
22/04/2020,Junin,12,20,0
22/04/2020,La Libertad,13,46,0
22/04/2020,Lambayeque,14,138,0
22/04/2020,Lima,15,1363,0
22/04/2020,Lima Region,16,70,0
22/04/2020,Loreto,17,18,0
22/04/2020,Madre de Dios,18,13,0
22/04/2020,Moquegua,19,4,0
22/04/2020,Pasco,20,9,0
22/04/2020,Piura,21,72,0
22/04/2020,Puno,22,8,0
22/04/2020,San Martin,23,5,0
22/04/2020,Tumbes,24,7,0
22/04/2020,Ucayali,25,24,0
23/04/2020,Amazonas,1,2,0
23/04/2020,Ancash,2,46,0
23/04/2020,Apurimac,3,5,0
23/04/2020,Arequipa,4,56,0
23/04/2020,Ayacucho,5,2,0
23/04/2020,Cajamarca,6,8,0
23/04/2020,Callao,7,159,0
23/04/2020,Cusco,8,14,0
23/04/2020,Huancavelica,9,3,0
23/04/2020,Huanuco,10,9,0
23/04/2020,Ica,11,34,0
23/04/2020,Junin,12,22,0
23/04/2020,La Libertad,13,40,0
23/04/2020,Lambayeque,14,177,0
23/04/2020,Lima,15,1229,0
23/04/2020,Lima Region,16,50,0
23/04/2020,Loreto,17,25,0
23/04/2020,Madre de Dios,18,3,0
23/04/2020,Moquegua,19,7,0
23/04/2020,Pasco,20,12,0
23/04/2020,Piura,21,102,0
23/04/2020,Puno,22,8,0
23/04/2020,San Martin,23,2,0
23/04/2020,Tumbes,24,12,0
23/04/2020,Ucayali,25,15,0
24/04/2020,Amazonas,1,6,0
24/04/2020,Ancash,2,56,0
24/04/2020,Apurimac,3,2,0
24/04/2020,Arequipa,4,66,0
24/04/2020,Ayacucho,5,5,0
24/04/2020,Cajamarca,6,22,0
24/04/2020,Callao,7,124,0
24/04/2020,Cusco,8,3,0
24/04/2020,Huancavelica,9,3,0
24/04/2020,Huanuco,10,9,0
24/04/2020,Ica,11,16,0
24/04/2020,Junin,12,11,0
24/04/2020,La Libertad,13,22,0
24/04/2020,Lambayeque,14,214,0
24/04/2020,Lima,15,1253,0
24/04/2020,Lima Region,16,58,0
24/04/2020,Loreto,17,79,0
24/04/2020,Madre de Dios,18,3,0
24/04/2020,Moquegua,19,16,0
24/04/2020,Pasco,20,10,0
24/04/2020,Piura,21,152,0
24/04/2020,Puno,22,17,0
24/04/2020,San Martin,23,13,0
24/04/2020,Tumbes,24,20,0
24/04/2020,Ucayali,25,51,0
25/04/2020,Amazonas,1,9,0
25/04/2020,Ancash,2,56,0
25/04/2020,Apurimac,3,19,0
25/04/2020,Arequipa,4,24,0
25/04/2020,Ayacucho,5,7,0
25/04/2020,Cajamarca,6,17,0
25/04/2020,Callao,7,170,0
25/04/2020,Cusco,8,11,0
25/04/2020,Huancavelica,9,14,0
25/04/2020,Huanuco,10,48,0
25/04/2020,Ica,11,30,0
25/04/2020,Junin,12,15,0
25/04/2020,La Libertad,13,53,0
25/04/2020,Lambayeque,14,136,0
25/04/2020,Lima,15,1327,0
25/04/2020,Lima Region,16,88,0
25/04/2020,Loreto,17,84,0
25/04/2020,Madre de Dios,18,7,0
25/04/2020,Moquegua,19,19,0
25/04/2020,Pasco,20,16,0
25/04/2020,Piura,21,158,0
25/04/2020,Puno,22,20,0
25/04/2020,San Martin,23,29,0
25/04/2020,Tumbes,24,12,0
25/04/2020,Ucayali,25,21,0
26/04/2020,Amazonas,1,8,0
26/04/2020,Ancash,2,12,0
26/04/2020,Apurimac,3,5,0
26/04/2020,Arequipa,4,4,0
26/04/2020,Ayacucho,5,13,0
26/04/2020,Cajamarca,6,3,0
26/04/2020,Callao,7,67,0
26/04/2020,Cusco,8,1,0
26/04/2020,Huancavelica,9,11,0
26/04/2020,Huanuco,10,6,0
26/04/2020,Ica,11,10,0
26/04/2020,Junin,12,12,0
26/04/2020,La Libertad,13,8,0
26/04/2020,Lambayeque,14,71,0
26/04/2020,Lima,15,944,0
26/04/2020,Lima Region,16,34,0
26/04/2020,Loreto,17,59,0
26/04/2020,Madre de Dios,18,1,0
26/04/2020,Moquegua,19,6,0
26/04/2020,Pasco,20,6,0
26/04/2020,Piura,21,80,0
26/04/2020,Puno,22,14,0
26/04/2020,San Martin,23,16,0
26/04/2020,Tumbes,24,9,0
26/04/2020,Ucayali,25,18,0
27/04/2020,Amazonas,1,14,0
27/04/2020,Ancash,2,43,0
27/04/2020,Apurimac,3,12,0
27/04/2020,Arequipa,4,76,0
27/04/2020,Ayacucho,5,18,0
27/04/2020,Cajamarca,6,11,0
27/04/2020,Callao,7,230,0
27/04/2020,Cusco,8,14,0
27/04/2020,Huancavelica,9,18,0
27/04/2020,Huanuco,10,20,0
27/04/2020,Ica,11,51,0
27/04/2020,Junin,12,33,0
27/04/2020,La Libertad,13,71,0
27/04/2020,Lambayeque,14,296,0
27/04/2020,Lima,15,1869,0
27/04/2020,Lima Region,16,103,0
27/04/2020,Loreto,17,74,0
27/04/2020,Madre de Dios,18,10,0
27/04/2020,Moquegua,19,3,0
27/04/2020,Pasco,20,15,0
27/04/2020,Piura,21,237,0
27/04/2020,Puno,22,28,0
27/04/2020,San Martin,23,23,0
27/04/2020,Tumbes,24,16,0
27/04/2020,Ucayali,25,109,0
28/04/2020,Amazonas,1,9,0
28/04/2020,Ancash,2,97,0
28/04/2020,Apurimac,3,10,0
28/04/2020,Arequipa,4,76,0
28/04/2020,Ayacucho,5,13,0
28/04/2020,Cajamarca,6,14,0
28/04/2020,Callao,7,199,0
28/04/2020,Cusco,8,23,0
28/04/2020,Huancavelica,9,13,0
28/04/2020,Huanuco,10,15,0
28/04/2020,Ica,11,92,0
28/04/2020,Junin,12,43,0
28/04/2020,La Libertad,13,177,0
28/04/2020,Lambayeque,14,241,0
28/04/2020,Lima,15,1654,0
28/04/2020,Lima Region,16,66,0
28/04/2020,Loreto,17,173,0
28/04/2020,Madre de Dios,18,3,0
28/04/2020,Moquegua,19,12,0
28/04/2020,Pasco,20,9,0
28/04/2020,Piura,21,143,0
28/04/2020,Puno,22,22,0
28/04/2020,San Martin,23,43,0
28/04/2020,Tumbes,24,14,0
28/04/2020,Ucayali,25,184,0
29/04/2020,Amazonas,1,14,0
29/04/2020,Ancash,2,71,0
29/04/2020,Apurimac,3,13,0
29/04/2020,Arequipa,4,111,0
29/04/2020,Ayacucho,5,32,0
29/04/2020,Cajamarca,6,29,0
29/04/2020,Callao,7,189,0
29/04/2020,Cusco,8,22,0
29/04/2020,Huancavelica,9,20,0
29/04/2020,Huanuco,10,13,0
29/04/2020,Ica,11,134,0
