date,state,flip,cases,deaths
30/04/2020,Cajamarca,6,48,0
1/05/2020,Cajamarca,6,19,0
2/05/2020,Cajamarca,6,29,0
3/05/2020,Cajamarca,6,13,0
4/05/2020,Cajamarca,6,15,0
5/05/2020,Cajamarca,6,17,0
6/05/2020,Cajamarca,6,10,0
7/05/2020,Cajamarca,6,8,0
8/05/2020,Cajamarca,6,11,0
9/05/2020,Cajamarca,6,6,0
10/05/2020,Cajamarca,6,2,0
11/05/2020,Cajamarca,6,13,0
12/05/2020,Cajamarca,6,22,0
13/05/2020,Cajamarca,6,3,0
14/05/2020,Cajamarca,6,12,0
15/05/2020,Cajamarca,6,20,0
16/05/2020,Cajamarca,6,13,0
17/05/2020,Cajamarca,6,2,0
18/05/2020,Cajamarca,6,20,0
19/05/2020,Cajamarca,6,28,0
20/05/2020,Cajamarca,6,27,0
21/05/2020,Cajamarca,6,19,0
22/05/2020,Cajamarca,6,29,0
23/05/2020,Cajamarca,6,50,0
24/05/2020,Cajamarca,6,7,0
25/05/2020,Cajamarca,6,33,0
26/05/2020,Cajamarca,6,31,0
27/05/2020,Cajamarca,6,20,0
28/05/2020,Cajamarca,6,32,0
29/05/2020,Cajamarca,6,20,0
30/05/2020,Cajamarca,6,17,0
31/05/2020,Cajamarca,6,5,0
1/06/2020,Cajamarca,6,30,0
2/06/2020,Cajamarca,6,23,0
3/06/2020,Cajamarca,6,34,0
4/06/2020,Cajamarca,6,21,0
5/06/2020,Cajamarca,6,52,0
6/06/2020,Cajamarca,6,44,0
7/06/2020,Cajamarca,6,14,0
8/06/2020,Cajamarca,6,43,0
9/06/2020,Cajamarca,6,44,0
10/06/2020,Cajamarca,6,47,0
11/06/2020,Cajamarca,6,50,0
12/06/2020,Cajamarca,6,67,0
13/06/2020,Cajamarca,6,54,0
14/06/2020,Cajamarca,6,23,0
15/06/2020,Cajamarca,6,44,0
16/06/2020,Cajamarca,6,15,0
17/06/2020,Cajamarca,6,57,0
18/06/2020,Cajamarca,6,58,0
19/06/2020,Cajamarca,6,48,0
20/06/2020,Cajamarca,6,54,0
21/06/2020,Cajamarca,6,15,0
22/06/2020,Cajamarca,6,75,0
23/06/2020,Cajamarca,6,71,0
24/06/2020,Cajamarca,6,92,0
25/06/2020,Cajamarca,6,75,0
26/06/2020,Cajamarca,6,82,0
27/06/2020,Cajamarca,6,62,0
28/06/2020,Cajamarca,6,29,0
29/06/2020,Cajamarca,6,57,0
30/06/2020,Cajamarca,6,92,0
1/07/2020,Cajamarca,6,65,0
2/07/2020,Cajamarca,6,159,0
3/07/2020,Cajamarca,6,94,0
4/07/2020,Cajamarca,6,111,0
5/07/2020,Cajamarca,6,97,0
6/07/2020,Cajamarca,6,149,0
7/07/2020,Cajamarca,6,167,0
8/07/2020,Cajamarca,6,134,0
9/07/2020,Cajamarca,6,65,0
10/07/2020,Cajamarca,6,180,0
11/07/2020,Cajamarca,6,165,0
12/07/2020,Cajamarca,6,102,0
13/07/2020,Cajamarca,6,94,0
14/07/2020,Cajamarca,6,135,0
15/07/2020,Cajamarca,6,144,0
16/07/2020,Cajamarca,6,99,0
17/07/2020,Cajamarca,6,93,0
18/07/2020,Cajamarca,6,195,0
19/07/2020,Cajamarca,6,69,0
20/07/2020,Cajamarca,6,92,0
21/07/2020,Cajamarca,6,129,0
22/07/2020,Cajamarca,6,172,0
23/07/2020,Cajamarca,6,133,0
24/07/2020,Cajamarca,6,178,0
25/07/2020,Cajamarca,6,209,0
26/07/2020,Cajamarca,6,68,0
27/07/2020,Cajamarca,6,229,0
28/07/2020,Cajamarca,6,141,0
29/07/2020,Cajamarca,6,402,0
30/07/2020,Cajamarca,6,366,0
31/07/2020,Cajamarca,6,554,0
1/08/2020,Cajamarca,6,270,0
2/08/2020,Cajamarca,6,77,0
3/08/2020,Cajamarca,6,279,0
4/08/2020,Cajamarca,6,245,0
5/08/2020,Cajamarca,6,270,0
6/08/2020,Cajamarca,6,323,0
7/08/2020,Cajamarca,6,293,0
8/08/2020,Cajamarca,6,388,0
9/08/2020,Cajamarca,6,170,0
10/08/2020,Cajamarca,6,369,0
11/08/2020,Cajamarca,6,288,0
12/08/2020,Cajamarca,6,329,0
13/08/2020,Cajamarca,6,352,0
14/08/2020,Cajamarca,6,455,0
15/08/2020,Cajamarca,6,224,0
16/08/2020,Cajamarca,6,81,0
17/08/2020,Cajamarca,6,337,0
18/08/2020,Cajamarca,6,338,0
19/08/2020,Cajamarca,6,304,0
20/08/2020,Cajamarca,6,205,0
21/08/2020,Cajamarca,6,328,0
22/08/2020,Cajamarca,6,214,0
23/08/2020,Cajamarca,6,26,0
14/03/2020,Callao,7,1,0
15/03/2020,Callao,7,2,0
16/03/2020,Callao,7,1,0
17/03/2020,Callao,7,1,0
20/03/2020,Callao,7,1,0
22/03/2020,Callao,7,1,0
23/03/2020,Callao,7,1,0
24/03/2020,Callao,7,2,0
25/03/2020,Callao,7,5,0
26/03/2020,Callao,7,2,0
27/03/2020,Callao,7,1,0
28/03/2020,Callao,7,5,0
29/03/2020,Callao,7,10,0
30/03/2020,Callao,7,1,0
31/03/2020,Callao,7,12,0
1/04/2020,Callao,7,22,0
2/04/2020,Callao,7,6,0
3/04/2020,Callao,7,14,0
4/04/2020,Callao,7,174,0
5/04/2020,Callao,7,48,0
6/04/2020,Callao,7,66,0
7/04/2020,Callao,7,51,0
8/04/2020,Callao,7,127,0
9/04/2020,Callao,7,48,0
10/04/2020,Callao,7,88,0
11/04/2020,Callao,7,303,0
12/04/2020,Callao,7,38,0
13/04/2020,Callao,7,311,0
14/04/2020,Callao,7,83,0
15/04/2020,Callao,7,99,0
16/04/2020,Callao,7,100,0
17/04/2020,Callao,7,116,0
18/04/2020,Callao,7,107,0
19/04/2020,Callao,7,78,0
20/04/2020,Callao,7,374,0
21/04/2020,Callao,7,432,0
22/04/2020,Callao,7,123,0
23/04/2020,Callao,7,159,0
24/04/2020,Callao,7,124,0
25/04/2020,Callao,7,170,0
26/04/2020,Callao,7,67,0
27/04/2020,Callao,7,230,0
28/04/2020,Callao,7,199,0
29/04/2020,Callao,7,189,0
30/04/2020,Callao,7,255,0
1/05/2020,Callao,7,115,0
2/05/2020,Callao,7,214,0
3/05/2020,Callao,7,95,0
4/05/2020,Callao,7,200,0
5/05/2020,Callao,7,270,0
6/05/2020,Callao,7,253,0
7/05/2020,Callao,7,329,0
8/05/2020,Callao,7,224,0
9/05/2020,Callao,7,185,0
10/05/2020,Callao,7,42,0
11/05/2020,Callao,7,212,0
12/05/2020,Callao,7,316,0
13/05/2020,Callao,7,351,0
14/05/2020,Callao,7,325,0
15/05/2020,Callao,7,310,0
16/05/2020,Callao,7,215,0
17/05/2020,Callao,7,108,0
18/05/2020,Callao,7,238,0
19/05/2020,Callao,7,382,0
20/05/2020,Callao,7,349,0
21/05/2020,Callao,7,382,0
22/05/2020,Callao,7,428,0
23/05/2020,Callao,7,346,0
24/05/2020,Callao,7,72,0
25/05/2020,Callao,7,409,0
26/05/2020,Callao,7,496,0
27/05/2020,Callao,7,510,0
28/05/2020,Callao,7,509,0
29/05/2020,Callao,7,358,0
30/05/2020,Callao,7,250,0
31/05/2020,Callao,7,142,0
1/06/2020,Callao,7,188,0
2/06/2020,Callao,7,187,0
3/06/2020,Callao,7,154,0
4/06/2020,Callao,7,213,0
5/06/2020,Callao,7,240,0
6/06/2020,Callao,7,266,0
7/06/2020,Callao,7,98,0
8/06/2020,Callao,7,277,0
9/06/2020,Callao,7,213,0
10/06/2020,Callao,7,418,0
11/06/2020,Callao,7,327,0
12/06/2020,Callao,7,291,0
13/06/2020,Callao,7,199,0
14/06/2020,Callao,7,150,0
15/06/2020,Callao,7,128,0
16/06/2020,Callao,7,94,0
17/06/2020,Callao,7,228,0
18/06/2020,Callao,7,244,0
19/06/2020,Callao,7,180,0
20/06/2020,Callao,7,136,0
21/06/2020,Callao,7,83,0
22/06/2020,Callao,7,125,0
23/06/2020,Callao,7,89,0
24/06/2020,Callao,7,86,0
25/06/2020,Callao,7,175,0
26/06/2020,Callao,7,206,0
27/06/2020,Callao,7,107,0
28/06/2020,Callao,7,30,0
29/06/2020,Callao,7,69,0
30/06/2020,Callao,7,144,0
1/07/2020,Callao,7,55,0
2/07/2020,Callao,7,52,0
3/07/2020,Callao,7,84,0
4/07/2020,Callao,7,61,0
5/07/2020,Callao,7,35,0
6/07/2020,Callao,7,73,0
7/07/2020,Callao,7,165,0
8/07/2020,Callao,7,91,0
9/07/2020,Callao,7,114,0
10/07/2020,Callao,7,115,0
11/07/2020,Callao,7,77,0
12/07/2020,Callao,7,61,0
13/07/2020,Callao,7,54,0
14/07/2020,Callao,7,60,0
15/07/2020,Callao,7,146,0
16/07/2020,Callao,7,153,0
17/07/2020,Callao,7,172,0
18/07/2020,Callao,7,135,0
19/07/2020,Callao,7,20,0
20/07/2020,Callao,7,60,0
21/07/2020,Callao,7,108,0
22/07/2020,Callao,7,175,0
23/07/2020,Callao,7,190,0
24/07/2020,Callao,7,159,0
25/07/2020,Callao,7,154,0
26/07/2020,Callao,7,70,0
27/07/2020,Callao,7,191,0
28/07/2020,Callao,7,54,0
29/07/2020,Callao,7,159,0
30/07/2020,Callao,7,183,0
31/07/2020,Callao,7,252,0
1/08/2020,Callao,7,172,0
2/08/2020,Callao,7,74,0
3/08/2020,Callao,7,267,0
4/08/2020,Callao,7,205,0
5/08/2020,Callao,7,211,0
6/08/2020,Callao,7,217,0
7/08/2020,Callao,7,181,0
8/08/2020,Callao,7,182,0
9/08/2020,Callao,7,62,0
10/08/2020,Callao,7,212,0
11/08/2020,Callao,7,314,0
12/08/2020,Callao,7,402,0
13/08/2020,Callao,7,256,0
14/08/2020,Callao,7,191,0
15/08/2020,Callao,7,246,0
16/08/2020,Callao,7,69,0
17/08/2020,Callao,7,184,0
18/08/2020,Callao,7,207,0
19/08/2020,Callao,7,216,0
20/08/2020,Callao,7,196,0
21/08/2020,Callao,7,168,0
22/08/2020,Callao,7,122,0
23/08/2020,Callao,7,11,0
13/03/2020,Cusco,8,1,0
18/03/2020,Cusco,8,3,0
22/03/2020,Cusco,8,2,0
24/03/2020,Cusco,8,4,0
27/03/2020,Cusco,8,1,0
28/03/2020,Cusco,8,6,0
29/03/2020,Cusco,8,8,0
30/03/2020,Cusco,8,1,0
31/03/2020,Cusco,8,8,0
1/04/2020,Cusco,8,4,0
2/04/2020,Cusco,8,7,0
3/04/2020,Cusco,8,4,0
4/04/2020,Cusco,8,11,0
5/04/2020,Cusco,8,2,0
6/04/2020,Cusco,8,1,0
8/04/2020,Cusco,8,3,0
9/04/2020,Cusco,8,2,0
10/04/2020,Cusco,8,3,0
11/04/2020,Cusco,8,43,0
13/04/2020,Cusco,8,1,0
14/04/2020,Cusco,8,3,0
15/04/2020,Cusco,8,1,0
16/04/2020,Cusco,8,9,0
17/04/2020,Cusco,8,12,0
18/04/2020,Cusco,8,15,0
20/04/2020,Cusco,8,15,0
21/04/2020,Cusco,8,7,0
22/04/2020,Cusco,8,19,0
23/04/2020,Cusco,8,14,0
24/04/2020,Cusco,8,3,0
25/04/2020,Cusco,8,11,0
26/04/2020,Cusco,8,1,0
27/04/2020,Cusco,8,14,0
28/04/2020,Cusco,8,23,0
29/04/2020,Cusco,8,22,0
30/04/2020,Cusco,8,34,0
1/05/2020,Cusco,8,6,0
2/05/2020,Cusco,8,13,0
3/05/2020,Cusco,8,2,0
4/05/2020,Cusco,8,8,0
5/05/2020,Cusco,8,26,0
6/05/2020,Cusco,8,50,0
7/05/2020,Cusco,8,48,0
8/05/2020,Cusco,8,49,0
9/05/2020,Cusco,8,11,0
10/05/2020,Cusco,8,2,0
11/05/2020,Cusco,8,56,0
12/05/2020,Cusco,8,33,0
13/05/2020,Cusco,8,47,0
14/05/2020,Cusco,8,31,0
15/05/2020,Cusco,8,6,0
16/05/2020,Cusco,8,10,0
18/05/2020,Cusco,8,7,0
19/05/2020,Cusco,8,40,0
20/05/2020,Cusco,8,31,0
21/05/2020,Cusco,8,41,0
22/05/2020,Cusco,8,44,0
23/05/2020,Cusco,8,32,0
24/05/2020,Cusco,8,6,0
25/05/2020,Cusco,8,51,0
26/05/2020,Cusco,8,30,0
27/05/2020,Cusco,8,37,0
28/05/2020,Cusco,8,46,0
29/05/2020,Cusco,8,57,0
30/05/2020,Cusco,8,19,0
31/05/2020,Cusco,8,1,0
1/06/2020,Cusco,8,25,0
2/06/2020,Cusco,8,23,0
3/06/2020,Cusco,8,14,0
4/06/2020,Cusco,8,30,0
5/06/2020,Cusco,8,18,0
6/06/2020,Cusco,8,40,0
7/06/2020,Cusco,8,20,0
8/06/2020,Cusco,8,17,0
9/06/2020,Cusco,8,37,0
10/06/2020,Cusco,8,35,0
11/06/2020,Cusco,8,19,0
12/06/2020,Cusco,8,48,0
13/06/2020,Cusco,8,18,0
14/06/2020,Cusco,8,9,0
15/06/2020,Cusco,8,15,0
16/06/2020,Cusco,8,13,0
17/06/2020,Cusco,8,22,0
18/06/2020,Cusco,8,13,0
19/06/2020,Cusco,8,21,0
20/06/2020,Cusco,8,35,0
21/06/2020,Cusco,8,1,0
22/06/2020,Cusco,8,16,0
23/06/2020,Cusco,8,29,0
24/06/2020,Cusco,8,14,0
25/06/2020,Cusco,8,18,0
26/06/2020,Cusco,8,41,0
27/06/2020,Cusco,8,31,0
28/06/2020,Cusco,8,6,0
29/06/2020,Cusco,8,29,0
30/06/2020,Cusco,8,27,0
1/07/2020,Cusco,8,18,0
2/07/2020,Cusco,8,36,0
3/07/2020,Cusco,8,27,0
4/07/2020,Cusco,8,45,0
5/07/2020,Cusco,8,26,0
6/07/2020,Cusco,8,40,0
7/07/2020,Cusco,8,38,0
8/07/2020,Cusco,8,28,0
9/07/2020,Cusco,8,25,0
10/07/2020,Cusco,8,94,0
11/07/2020,Cusco,8,87,0
12/07/2020,Cusco,8,13,0
13/07/2020,Cusco,8,82,0
14/07/2020,Cusco,8,67,0
15/07/2020,Cusco,8,70,0
16/07/2020,Cusco,8,54,0
17/07/2020,Cusco,8,85,0
18/07/2020,Cusco,8,120,0
19/07/2020,Cusco,8,25,0
20/07/2020,Cusco,8,86,0
21/07/2020,Cusco,8,138,0
22/07/2020,Cusco,8,214,0
23/07/2020,Cusco,8,61,0
24/07/2020,Cusco,8,175,0
25/07/2020,Cusco,8,188,0
26/07/2020,Cusco,8,172,0
27/07/2020,Cusco,8,153,0
28/07/2020,Cusco,8,86,0
29/07/2020,Cusco,8,254,0
30/07/2020,Cusco,8,198,0
31/07/2020,Cusco,8,334,0
1/08/2020,Cusco,8,160,0
2/08/2020,Cusco,8,80,0
3/08/2020,Cusco,8,235,0
4/08/2020,Cusco,8,258,0
5/08/2020,Cusco,8,240,0
6/08/2020,Cusco,8,312,0
7/08/2020,Cusco,8,344,0
8/08/2020,Cusco,8,194,0
9/08/2020,Cusco,8,222,0
10/08/2020,Cusco,8,318,0
11/08/2020,Cusco,8,391,0
12/08/2020,Cusco,8,373,0
13/08/2020,Cusco,8,399,0
14/08/2020,Cusco,8,387,0
15/08/2020,Cusco,8,299,0
16/08/2020,Cusco,8,63,0
17/08/2020,Cusco,8,333,0
18/08/2020,Cusco,8,462,0
19/08/2020,Cusco,8,437,0
20/08/2020,Cusco,8,733,0
21/08/2020,Cusco,8,618,0
22/08/2020,Cusco,8,519,0
23/08/2020,Cusco,8,64,0
31/03/2020,Huancavelica,9,1,0
3/04/2020,Huancavelica,9,1,0
5/04/2020,Huancavelica,9,1,0
6/04/2020,Huancavelica,9,5,0
7/04/2020,Huancavelica,9,1,0
11/04/2020,Huancavelica,9,2,0
12/04/2020,Huancavelica,9,2,0
13/04/2020,Huancavelica,9,1,0
14/04/2020,Huancavelica,9,1,0
15/04/2020,Huancavelica,9,4,0
16/04/2020,Huancavelica,9,6,0
17/04/2020,Huancavelica,9,1,0
19/04/2020,Huancavelica,9,2,0
20/04/2020,Huancavelica,9,3,0
21/04/2020,Huancavelica,9,1,0
22/04/2020,Huancavelica,9,4,0
23/04/2020,Huancavelica,9,3,0
24/04/2020,Huancavelica,9,3,0
25/04/2020,Huancavelica,9,14,0
26/04/2020,Huancavelica,9,11,0
27/04/2020,Huancavelica,9,18,0
28/04/2020,Huancavelica,9,13,0
29/04/2020,Huancavelica,9,20,0
30/04/2020,Huancavelica,9,17,0
1/05/2020,Huancavelica,9,68,0
2/05/2020,Huancavelica,9,61,0
3/05/2020,Huancavelica,9,25,0
4/05/2020,Huancavelica,9,12,0
5/05/2020,Huancavelica,9,36,0
6/05/2020,Huancavelica,9,3,0
7/05/2020,Huancavelica,9,5,0
8/05/2020,Huancavelica,9,13,0
9/05/2020,Huancavelica,9,5,0
10/05/2020,Huancavelica,9,1,0
11/05/2020,Huancavelica,9,1,0
12/05/2020,Huancavelica,9,1,0
13/05/2020,Huancavelica,9,5,0
14/05/2020,Huancavelica,9,12,0
15/05/2020,Huancavelica,9,6,0
16/05/2020,Huancavelica,9,5,0
17/05/2020,Huancavelica,9,9,0
18/05/2020,Huancavelica,9,6,0
19/05/2020,Huancavelica,9,16,0
20/05/2020,Huancavelica,9,10,0
21/05/2020,Huancavelica,9,17,0
22/05/2020,Huancavelica,9,24,0
23/05/2020,Huancavelica,9,6,0
24/05/2020,Huancavelica,9,7,0
25/05/2020,Huancavelica,9,12,0
26/05/2020,Huancavelica,9,9,0
27/05/2020,Huancavelica,9,14,0
28/05/2020,Huancavelica,9,10,0
29/05/2020,Huancavelica,9,11,0
30/05/2020,Huancavelica,9,11,0
31/05/2020,Huancavelica,9,3,0
1/06/2020,Huancavelica,9,12,0
2/06/2020,Huancavelica,9,5,0
3/06/2020,Huancavelica,9,29,0
4/06/2020,Huancavelica,9,14,0
5/06/2020,Huancavelica,9,7,0
6/06/2020,Huancavelica,9,11,0
7/06/2020,Huancavelica,9,13,0
8/06/2020,Huancavelica,9,13,0
9/06/2020,Huancavelica,9,16,0
10/06/2020,Huancavelica,9,17,0
11/06/2020,Huancavelica,9,17,0
12/06/2020,Huancavelica,9,13,0
13/06/2020,Huancavelica,9,12,0
14/06/2020,Huancavelica,9,6,0
15/06/2020,Huancavelica,9,14,0
16/06/2020,Huancavelica,9,3,0
17/06/2020,Huancavelica,9,4,0
18/06/2020,Huancavelica,9,3,0
19/06/2020,Huancavelica,9,7,0
20/06/2020,Huancavelica,9,11,0
21/06/2020,Huancavelica,9,4,0
22/06/2020,Huancavelica,9,6,0
23/06/2020,Huancavelica,9,13,0
24/06/2020,Huancavelica,9,19,0
25/06/2020,Huancavelica,9,11,0
26/06/2020,Huancavelica,9,4,0
27/06/2020,Huancavelica,9,21,0
28/06/2020,Huancavelica,9,8,0
29/06/2020,Huancavelica,9,14,0
30/06/2020,Huancavelica,9,7,0
1/07/2020,Huancavelica,9,11,0
2/07/2020,Huancavelica,9,11,0
3/07/2020,Huancavelica,9,15,0
4/07/2020,Huancavelica,9,18,0
5/07/2020,Huancavelica,9,24,0
6/07/2020,Huancavelica,9,24,0
7/07/2020,Huancavelica,9,14,0
8/07/2020,Huancavelica,9,11,0
9/07/2020,Huancavelica,9,9,0
10/07/2020,Huancavelica,9,20,0
11/07/2020,Huancavelica,9,16,0
12/07/2020,Huancavelica,9,24,0
13/07/2020,Huancavelica,9,15,0
14/07/2020,Huancavelica,9,19,0
15/07/2020,Huancavelica,9,10,0
16/07/2020,Huancavelica,9,18,0
17/07/2020,Huancavelica,9,49,0
18/07/2020,Huancavelica,9,27,0
19/07/2020,Huancavelica,9,17,0
20/07/2020,Huancavelica,9,42,0
21/07/2020,Huancavelica,9,6,0
22/07/2020,Huancavelica,9,58,0
23/07/2020,Huancavelica,9,63,0
24/07/2020,Huancavelica,9,31,0
25/07/2020,Huancavelica,9,39,0
26/07/2020,Huancavelica,9,31,0
27/07/2020,Huancavelica,9,40,0
28/07/2020,Huancavelica,9,40,0
29/07/2020,Huancavelica,9,102,0
30/07/2020,Huancavelica,9,55,0
31/07/2020,Huancavelica,9,70,0
1/08/2020,Huancavelica,9,76,0
2/08/2020,Huancavelica,9,23,0
3/08/2020,Huancavelica,9,60,0
4/08/2020,Huancavelica,9,75,0
5/08/2020,Huancavelica,9,73,0
6/08/2020,Huancavelica,9,90,0
7/08/2020,Huancavelica,9,134,0
8/08/2020,Huancavelica,9,117,0
9/08/2020,Huancavelica,9,30,0
10/08/2020,Huancavelica,9,83,0
11/08/2020,Huancavelica,9,137,0
12/08/2020,Huancavelica,9,162,0
13/08/2020,Huancavelica,9,160,0
14/08/2020,Huancavelica,9,117,0
15/08/2020,Huancavelica,9,146,0
16/08/2020,Huancavelica,9,69,0
17/08/2020,Huancavelica,9,148,0
18/08/2020,Huancavelica,9,149,0
19/08/2020,Huancavelica,9,207,0
20/08/2020,Huancavelica,9,133,0
21/08/2020,Huancavelica,9,104,0
22/08/2020,Huancavelica,9,70,0
23/08/2020,Huancavelica,9,9,0
9/03/2020,Huanuco,10,2,0
26/03/2020,Huanuco,10,2,0
30/03/2020,Huanuco,10,2,0
5/04/2020,Huanuco,10,1,0
6/04/2020,Huanuco,10,3,0
7/04/2020,Huanuco,10,2,0
8/04/2020,Huanuco,10,5,0
9/04/2020,Huanuco,10,7,0
10/04/2020,Huanuco,10,3,0
11/04/2020,Huanuco,10,7,0
12/04/2020,Huanuco,10,4,0
13/04/2020,Huanuco,10,5,0
14/04/2020,Huanuco,10,10,0
15/04/2020,Huanuco,10,14,0
16/04/2020,Huanuco,10,11,0
17/04/2020,Huanuco,10,38,0
18/04/2020,Huanuco,10,20,0
19/04/2020,Huanuco,10,4,0
20/04/2020,Huanuco,10,7,0
21/04/2020,Huanuco,10,10,0
22/04/2020,Huanuco,10,5,0
23/04/2020,Huanuco,10,9,0
24/04/2020,Huanuco,10,9,0
25/04/2020,Huanuco,10,48,0
26/04/2020,Huanuco,10,6,0
27/04/2020,Huanuco,10,20,0
28/04/2020,Huanuco,10,15,0
29/04/2020,Huanuco,10,13,0
30/04/2020,Huanuco,10,19,0
1/05/2020,Huanuco,10,8,0
2/05/2020,Huanuco,10,3,0
3/05/2020,Huanuco,10,4,0
4/05/2020,Huanuco,10,16,0
5/05/2020,Huanuco,10,10,0
6/05/2020,Huanuco,10,11,0
7/05/2020,Huanuco,10,12,0
8/05/2020,Huanuco,10,5,0
9/05/2020,Huanuco,10,13,0
10/05/2020,Huanuco,10,2,0
11/05/2020,Huanuco,10,16,0
12/05/2020,Huanuco,10,13,0
13/05/2020,Huanuco,10,62,0
14/05/2020,Huanuco,10,26,0
15/05/2020,Huanuco,10,23,0
16/05/2020,Huanuco,10,8,0
17/05/2020,Huanuco,10,5,0
18/05/2020,Huanuco,10,17,0
19/05/2020,Huanuco,10,20,0
20/05/2020,Huanuco,10,17,0
21/05/2020,Huanuco,10,10,0
22/05/2020,Huanuco,10,36,0
23/05/2020,Huanuco,10,22,0
24/05/2020,Huanuco,10,7,0
25/05/2020,Huanuco,10,30,0
26/05/2020,Huanuco,10,21,0
27/05/2020,Huanuco,10,32,0
28/05/2020,Huanuco,10,24,0
29/05/2020,Huanuco,10,33,0
30/05/2020,Huanuco,10,10,0
31/05/2020,Huanuco,10,9,0
1/06/2020,Huanuco,10,19,0
2/06/2020,Huanuco,10,28,0
3/06/2020,Huanuco,10,38,0
4/06/2020,Huanuco,10,80,0
5/06/2020,Huanuco,10,43,0
6/06/2020,Huanuco,10,15,0
7/06/2020,Huanuco,10,14,0
8/06/2020,Huanuco,10,43,0
9/06/2020,Huanuco,10,35,0
10/06/2020,Huanuco,10,36,0
11/06/2020,Huanuco,10,91,0
12/06/2020,Huanuco,10,52,0
13/06/2020,Huanuco,10,49,0
14/06/2020,Huanuco,10,23,0
15/06/2020,Huanuco,10,63,0
16/06/2020,Huanuco,10,37,0
17/06/2020,Huanuco,10,43,0
18/06/2020,Huanuco,10,71,0
19/06/2020,Huanuco,10,61,0
20/06/2020,Huanuco,10,40,0
21/06/2020,Huanuco,10,25,0
22/06/2020,Huanuco,10,34,0
23/06/2020,Huanuco,10,46,0
24/06/2020,Huanuco,10,75,0
25/06/2020,Huanuco,10,59,0
26/06/2020,Huanuco,10,51,0
27/06/2020,Huanuco,10,99,0
28/06/2020,Huanuco,10,81,0
29/06/2020,Huanuco,10,77,0
30/06/2020,Huanuco,10,95,0
1/07/2020,Huanuco,10,82,0
2/07/2020,Huanuco,10,71,0
3/07/2020,Huanuco,10,204,0
4/07/2020,Huanuco,10,242,0
5/07/2020,Huanuco,10,37,0
6/07/2020,Huanuco,10,109,0
7/07/2020,Huanuco,10,122,0
8/07/2020,Huanuco,10,43,0
9/07/2020,Huanuco,10,118,0
10/07/2020,Huanuco,10,119,0
11/07/2020,Huanuco,10,233,0
12/07/2020,Huanuco,10,182,0
13/07/2020,Huanuco,10,67,0
14/07/2020,Huanuco,10,194,0
15/07/2020,Huanuco,10,107,0
16/07/2020,Huanuco,10,140,0
17/07/2020,Huanuco,10,204,0
18/07/2020,Huanuco,10,206,0
19/07/2020,Huanuco,10,86,0
20/07/2020,Huanuco,10,56,0
21/07/2020,Huanuco,10,124,0
22/07/2020,Huanuco,10,129,0
23/07/2020,Huanuco,10,130,0
24/07/2020,Huanuco,10,247,0
25/07/2020,Huanuco,10,128,0
26/07/2020,Huanuco,10,57,0
27/07/2020,Huanuco,10,241,0
28/07/2020,Huanuco,10,171,0
29/07/2020,Huanuco,10,270,0
30/07/2020,Huanuco,10,258,0
31/07/2020,Huanuco,10,180,0
1/08/2020,Huanuco,10,208,0
2/08/2020,Huanuco,10,125,0
3/08/2020,Huanuco,10,195,0
4/08/2020,Huanuco,10,158,0
5/08/2020,Huanuco,10,197,0
6/08/2020,Huanuco,10,162,0
7/08/2020,Huanuco,10,200,0
8/08/2020,Huanuco,10,147,0
9/08/2020,Huanuco,10,126,0
10/08/2020,Huanuco,10,213,0
11/08/2020,Huanuco,10,210,0
12/08/2020,Huanuco,10,187,0
13/08/2020,Huanuco,10,243,0
14/08/2020,Huanuco,10,159,0
15/08/2020,Huanuco,10,393,0
16/08/2020,Huanuco,10,65,0
17/08/2020,Huanuco,10,195,0
18/08/2020,Huanuco,10,198,0
19/08/2020,Huanuco,10,170,0
20/08/2020,Huanuco,10,191,0
21/08/2020,Huanuco,10,166,0
22/08/2020,Huanuco,10,90,0
23/08/2020,Huanuco,10,27,0
11/03/2020,Ica,11,1,0
22/03/2020,Ica,11,1,0
25/03/2020,Ica,11,1,0
27/03/2020,Ica,11,1,0
29/03/2020,Ica,11,1,0
31/03/2020,Ica,11,3,0
3/04/2020,Ica,11,4,0
4/04/2020,Ica,11,5,0
5/04/2020,Ica,11,4,0
6/04/2020,Ica,11,7,0
7/04/2020,Ica,11,9,0
8/04/2020,Ica,11,9,0
9/04/2020,Ica,11,5,0
10/04/2020,Ica,11,15,0
11/04/2020,Ica,11,20,0
12/04/2020,Ica,11,3,0
13/04/2020,Ica,11,27,0
14/04/2020,Ica,11,6,0
15/04/2020,Ica,11,14,0
16/04/2020,Ica,11,23,0
17/04/2020,Ica,11,22,0
18/04/2020,Ica,11,19,0
19/04/2020,Ica,11,4,0
20/04/2020,Ica,11,28,0
21/04/2020,Ica,11,22,0
22/04/2020,Ica,11,32,0
23/04/2020,Ica,11,34,0
24/04/2020,Ica,11,16,0
25/04/2020,Ica,11,30,0
26/04/2020,Ica,11,10,0
27/04/2020,Ica,11,51,0
28/04/2020,Ica,11,92,0
29/04/2020,Ica,11,134,0
30/04/2020,Ica,11,53,0
1/05/2020,Ica,11,37,0
2/05/2020,Ica,11,52,0
3/05/2020,Ica,11,31,0
4/05/2020,Ica,11,70,0
5/05/2020,Ica,11,43,0
6/05/2020,Ica,11,65,0
7/05/2020,Ica,11,78,0
8/05/2020,Ica,11,102,0
