date,state,fips,cases,deaths
2020-04-26,Huancavelica,HUA,11,0
2020-04-26,Huanuco,HCO,6,0
2020-04-26,Ica,ICA,10,0
2020-04-26,Junin,JUN,12,0
2020-04-26,La Libertad,LIB,8,0
2020-04-26,Lambayeque,LAM,71,0
2020-04-26,Lima,LIM,944,0
2020-04-26,Lima Region,LRE,34,0
2020-04-26,Loreto,LOR,59,0
2020-04-26,Madre de Dios,MDI,1,0
2020-04-26,Moquegua,MOQ,6,0
2020-04-26,Pasco,PAS,6,0
2020-04-26,Piura,PIU,80,0
2020-04-26,Puno,PUN,14,0
2020-04-26,San Martin,SMA,16,0
2020-04-26,Tumbes,TUM,9,0
2020-04-26,Ucayali,UCA,18,0
2020-04-27,Amazonas,AMA,14,0
2020-04-27,Ancash,ANC,43,0
2020-04-27,Apurimac,APU,12,0
2020-04-27,Arequipa,ARE,76,0
2020-04-27,Ayacucho,AYA,18,0
2020-04-27,Cajamarca,CAJ,11,0
2020-04-27,Callao,CAL,230,0
2020-04-27,Cusco,CUS,14,0
2020-04-27,Huancavelica,HUA,18,0
2020-04-27,Huanuco,HCO,20,0
2020-04-27,Ica,ICA,51,0
2020-04-27,Junin,JUN,33,0
2020-04-27,La Libertad,LIB,71,0
2020-04-27,Lambayeque,LAM,296,0
2020-04-27,Lima,LIM,1869,0
2020-04-27,Lima Region,LRE,103,0
2020-04-27,Loreto,LOR,74,0
2020-04-27,Madre de Dios,MDI,10,0
2020-04-27,Moquegua,MOQ,3,0
2020-04-27,Pasco,PAS,15,0
2020-04-27,Piura,PIU,237,0
2020-04-27,Puno,PUN,28,0
2020-04-27,San Martin,SMA,23,0
2020-04-27,Tumbes,TUM,16,0
2020-04-27,Ucayali,UCA,109,0
2020-04-28,Amazonas,AMA,9,0
2020-04-28,Ancash,ANC,97,0
2020-04-28,Apurimac,APU,10,0
2020-04-28,Arequipa,ARE,76,0
2020-04-28,Ayacucho,AYA,13,0
2020-04-28,Cajamarca,CAJ,14,0
2020-04-28,Callao,CAL,199,0
2020-04-28,Cusco,CUS,23,0
2020-04-28,Huancavelica,HUA,13,0
2020-04-28,Huanuco,HCO,15,0
2020-04-28,Ica,ICA,92,0
2020-04-28,Junin,JUN,43,0
2020-04-28,La Libertad,LIB,177,0
2020-04-28,Lambayeque,LAM,241,0
2020-04-28,Lima,LIM,1654,0
2020-04-28,Lima Region,LRE,66,0
2020-04-28,Loreto,LOR,173,0
2020-04-28,Madre de Dios,MDI,3,0
2020-04-28,Moquegua,MOQ,12,0
2020-04-28,Pasco,PAS,9,0
2020-04-28,Piura,PIU,143,0
2020-04-28,Puno,PUN,22,0
2020-04-28,San Martin,SMA,43,0
2020-04-28,Tumbes,TUM,14,0
2020-04-28,Ucayali,UCA,184,0
2020-04-29,Amazonas,AMA,14,0
2020-04-29,Ancash,ANC,71,0
2020-04-29,Apurimac,APU,13,0
2020-04-29,Arequipa,ARE,111,0
2020-04-29,Ayacucho,AYA,32,0
2020-04-29,Cajamarca,CAJ,29,0
2020-04-29,Callao,CAL,189,0
2020-04-29,Cusco,CUS,22,0
2020-04-29,Huancavelica,HUA,20,0
2020-04-29,Huanuco,HCO,13,0
2020-04-29,Ica,ICA,134,0
2020-04-29,Junin,JUN,45,0
2020-04-29,La Libertad,LIB,142,0
2020-04-29,Lambayeque,LAM,251,0
2020-04-29,Lima,LIM,2447,0
2020-04-29,Lima Region,LRE,74,0
2020-04-29,Loreto,LOR,230,0
2020-04-29,Madre de Dios,MDI,8,0
2020-04-29,Moquegua,MOQ,23,0
2020-04-29,Pasco,PAS,14,0
2020-04-29,Piura,PIU,153,0
2020-04-29,Puno,PUN,20,0
2020-04-29,San Martin,SMA,21,0
2020-04-29,Tumbes,TUM,52,0
2020-04-29,Ucayali,UCA,87,0
2020-04-30,Amazonas,AMA,37,0
2020-04-30,Ancash,ANC,108,0
2020-04-30,Apurimac,APU,35,0
2020-04-30,Arequipa,ARE,69,0
2020-04-30,Ayacucho,AYA,21,0
2020-04-30,Cajamarca,CAJ,48,0
2020-04-30,Callao,CAL,255,0
2020-04-30,Cusco,CUS,34,0
2020-04-30,Huancavelica,HUA,17,0
2020-04-30,Huanuco,HCO,19,0
2020-04-30,Ica,ICA,53,0
2020-04-30,Junin,JUN,66,0
2020-04-30,La Libertad,LIB,136,0
2020-04-30,Lambayeque,LAM,217,0
2020-04-30,Lima,LIM,1652,0
2020-04-30,Lima Region,LRE,146,0
2020-04-30,Loreto,LOR,94,0
2020-04-30,Madre de Dios,MDI,3,0
2020-04-30,Moquegua,MOQ,10,0
2020-04-30,Pasco,PAS,3,0
2020-04-30,Piura,PIU,180,0
2020-04-30,Puno,PUN,29,0
2020-04-30,San Martin,SMA,15,0
2020-04-30,Tumbes,TUM,30,0
2020-04-30,Ucayali,UCA,79,0
2020-05-01,Amazonas,AMA,85,0
2020-05-01,Ancash,ANC,66,0
2020-05-01,Arequipa,ARE,38,0
2020-05-01,Ayacucho,AYA,26,0
2020-05-01,Cajamarca,CAJ,19,0
2020-05-01,Callao,CAL,115,0
2020-05-01,Cusco,CUS,6,0
2020-05-01,Huancavelica,HUA,68,0
2020-05-01,Huanuco,HCO,8,0
2020-05-01,Ica,ICA,37,0
2020-05-01,Junin,JUN,26,0
2020-05-01,La Libertad,LIB,54,0
2020-05-01,Lambayeque,LAM,234,0
2020-05-01,Lima,LIM,1299,0
2020-05-01,Lima Region,LRE,107,0
2020-05-01,Loreto,LOR,145,0
2020-05-01,Madre de Dios,MDI,3,0
2020-05-01,Moquegua,MOQ,12,0
2020-05-01,Pasco,PAS,7,0
2020-05-01,Piura,PIU,142,0
2020-05-01,Puno,PUN,10,0
2020-05-01,San Martin,SMA,18,0
2020-05-01,Tumbes,TUM,18,0
2020-05-01,Ucayali,UCA,76,0
2020-05-02,Amazonas,AMA,50,0
2020-05-02,Ancash,ANC,119,0
2020-05-02,Apurimac,APU,5,0
2020-05-02,Arequipa,ARE,31,0
2020-05-02,Ayacucho,AYA,20,0
2020-05-02,Cajamarca,CAJ,29,0
2020-05-02,Callao,CAL,214,0
2020-05-02,Cusco,CUS,13,0
2020-05-02,Huancavelica,HUA,61,0
2020-05-02,Huanuco,HCO,3,0
2020-05-02,Ica,ICA,52,0
2020-05-02,Junin,JUN,55,0
2020-05-02,La Libertad,LIB,116,0
2020-05-02,Lambayeque,LAM,146,0
2020-05-02,Lima,LIM,1842,0
2020-05-02,Lima Region,LRE,92,0
2020-05-02,Loreto,LOR,106,0
2020-05-02,Madre de Dios,MDI,3,0
2020-05-02,Moquegua,MOQ,6,0
2020-05-02,Pasco,PAS,11,0
2020-05-02,Piura,PIU,196,0
2020-05-02,Puno,PUN,14,0
2020-05-02,San Martin,SMA,30,0
2020-05-02,Tumbes,TUM,44,0
2020-05-02,Ucayali,UCA,106,0
2020-05-03,Amazonas,AMA,2,0
2020-05-03,Ancash,ANC,25,0
2020-05-03,Arequipa,ARE,7,0
2020-05-03,Ayacucho,AYA,5,0
2020-05-03,Cajamarca,CAJ,13,0
2020-05-03,Callao,CAL,95,0
2020-05-03,Cusco,CUS,2,0
2020-05-03,Huancavelica,HUA,25,0
2020-05-03,Huanuco,HCO,4,0
2020-05-03,Ica,ICA,31,0
2020-05-03,Junin,JUN,48,0
2020-05-03,La Libertad,LIB,52,0
2020-05-03,Lambayeque,LAM,132,0
2020-05-03,Lima,LIM,1157,0
2020-05-03,Lima Region,LRE,65,0
2020-05-03,Loreto,LOR,25,0
2020-05-03,Pasco,PAS,5,0
2020-05-03,Piura,PIU,86,0
2020-05-03,Puno,PUN,11,0
2020-05-03,San Martin,SMA,20,0
2020-05-03,Tumbes,TUM,11,0
2020-05-03,Ucayali,UCA,94,0
2020-05-04,Amazonas,AMA,26,0
2020-05-04,Ancash,ANC,108,0
2020-05-04,Apurimac,APU,6,0
2020-05-04,Arequipa,ARE,60,0
2020-05-04,Ayacucho,AYA,27,0
2020-05-04,Cajamarca,CAJ,15,0
2020-05-04,Callao,CAL,200,0
2020-05-04,Cusco,CUS,8,0
2020-05-04,Huancavelica,HUA,12,0
2020-05-04,Huanuco,HCO,16,0
2020-05-04,Ica,ICA,70,0
2020-05-04,Junin,JUN,49,0
2020-05-04,La Libertad,LIB,126,0
2020-05-04,Lambayeque,LAM,332,0
2020-05-04,Lima,LIM,2147,0
2020-05-04,Lima Region,LRE,233,0
2020-05-04,Loreto,LOR,133,0
2020-05-04,Madre de Dios,MDI,5,0
2020-05-04,Moquegua,MOQ,16,0
2020-05-04,Pasco,PAS,31,0
2020-05-04,Piura,PIU,223,0
2020-05-04,Puno,PUN,13,0
2020-05-04,San Martin,SMA,9,0
2020-05-04,Tumbes,TUM,26,0
2020-05-04,Ucayali,UCA,91,0
2020-05-05,Amazonas,AMA,12,0
2020-05-05,Ancash,ANC,125,0
2020-05-05,Apurimac,APU,3,0
2020-05-05,Arequipa,ARE,57,0
2020-05-05,Ayacucho,AYA,18,0
2020-05-05,Cajamarca,CAJ,17,0
2020-05-05,Callao,CAL,270,0
2020-05-05,Cusco,CUS,26,0
2020-05-05,Huancavelica,HUA,36,0
2020-05-05,Huanuco,HCO,10,0
2020-05-05,Ica,ICA,43,0
2020-05-05,Junin,JUN,69,0
2020-05-05,La Libertad,LIB,151,0
2020-05-05,Lambayeque,LAM,234,0
2020-05-05,Lima,LIM,2310,0
2020-05-05,Lima Region,LRE,109,0
2020-05-05,Loreto,LOR,60,0
2020-05-05,Madre de Dios,MDI,5,0
2020-05-05,Moquegua,MOQ,14,0
2020-05-05,Pasco,PAS,11,0
2020-05-05,Piura,PIU,247,0
2020-05-05,Puno,PUN,20,0
2020-05-05,San Martin,SMA,20,0
2020-05-05,Tumbes,TUM,33,0
2020-05-05,Ucayali,UCA,59,0
2020-05-06,Amazonas,AMA,11,0
2020-05-06,Ancash,ANC,74,0
2020-05-06,Apurimac,APU,1,0
2020-05-06,Arequipa,ARE,56,0
2020-05-06,Ayacucho,AYA,23,0
2020-05-06,Cajamarca,CAJ,10,0
2020-05-06,Callao,CAL,253,0
2020-05-06,Cusco,CUS,50,0
2020-05-06,Huancavelica,HUA,3,0
2020-05-06,Huanuco,HCO,11,0
2020-05-06,Ica,ICA,65,0
2020-05-06,Junin,JUN,57,0
2020-05-06,La Libertad,LIB,112,0
2020-05-06,Lambayeque,LAM,165,0
2020-05-06,Lima,LIM,2211,0
2020-05-06,Lima Region,LRE,49,0
2020-05-06,Loreto,LOR,110,0
2020-05-06,Madre de Dios,MDI,6,0
2020-05-06,Moquegua,MOQ,5,0
2020-05-06,Pasco,PAS,10,0
2020-05-06,Piura,PIU,213,0
2020-05-06,Puno,PUN,6,0
2020-05-06,San Martin,SMA,31,0
2020-05-06,Tumbes,TUM,14,0
2020-05-06,Ucayali,UCA,81,0
2020-05-07,Amazonas,AMA,9,0
2020-05-07,Ancash,ANC,78,0
2020-05-07,Arequipa,ARE,47,0
2020-05-07,Ayacucho,AYA,15,0
2020-05-07,Cajamarca,CAJ,8,0
2020-05-07,Callao,CAL,329,0
2020-05-07,Cusco,CUS,48,0
2020-05-07,Huancavelica,HUA,5,0
2020-05-07,Huanuco,HCO,12,0
2020-05-07,Ica,ICA,78,0
2020-05-07,Junin,JUN,63,0
2020-05-07,La Libertad,LIB,54,0
2020-05-07,Lambayeque,LAM,158,0
2020-05-07,Lima,LIM,2266,0
2020-05-07,Lima Region,LRE,102,0
2020-05-07,Loreto,LOR,76,0
2020-05-07,Madre de Dios,MDI,3,0
2020-05-07,Moquegua,MOQ,4,0
2020-05-07,Pasco,PAS,7,0
2020-05-07,Piura,PIU,156,0
2020-05-07,Puno,PUN,3,0
2020-05-07,San Martin,SMA,62,0
2020-05-07,Tumbes,TUM,14,0
2020-05-07,Ucayali,UCA,12,0
2020-05-08,Amazonas,AMA,19,0
2020-05-08,Ancash,ANC,53,0
2020-05-08,Arequipa,ARE,39,0
2020-05-08,Ayacucho,AYA,25,0
2020-05-08,Cajamarca,CAJ,11,0
2020-05-08,Callao,CAL,224,0
2020-05-08,Cusco,CUS,49,0
2020-05-08,Huancavelica,HUA,13,0
2020-05-08,Huanuco,HCO,5,0
2020-05-08,Ica,ICA,102,0
2020-05-08,Junin,JUN,41,0
2020-05-08,La Libertad,LIB,73,0
2020-05-08,Lambayeque,LAM,154,0
2020-05-08,Lima,LIM,1943,0
2020-05-08,Lima Region,LRE,72,0
2020-05-08,Loreto,LOR,126,0
2020-05-08,Madre de Dios,MDI,5,0
2020-05-08,Moquegua,MOQ,25,0
2020-05-08,Pasco,PAS,3,0
2020-05-08,Piura,PIU,145,0
2020-05-08,Puno,PUN,1,0
2020-05-08,San Martin,SMA,50,0
2020-05-08,Tumbes,TUM,12,0
2020-05-08,Ucayali,UCA,101,0
2020-05-09,Amazonas,AMA,4,0
2020-05-09,Ancash,ANC,69,0
2020-05-09,Apurimac,APU,1,0
2020-05-09,Arequipa,ARE,59,0
2020-05-09,Ayacucho,AYA,11,0
2020-05-09,Cajamarca,CAJ,6,0
2020-05-09,Callao,CAL,185,0
2020-05-09,Cusco,CUS,11,0
2020-05-09,Huancavelica,HUA,5,0
2020-05-09,Huanuco,HCO,13,0
2020-05-09,Ica,ICA,38,0
2020-05-09,Junin,JUN,35,0
2020-05-09,La Libertad,LIB,84,0
2020-05-09,Lambayeque,LAM,68,0
2020-05-09,Lima,LIM,1360,0
2020-05-09,Lima Region,LRE,43,0
2020-05-09,Loreto,LOR,105,0
2020-05-09,Madre de Dios,MDI,14,0
2020-05-09,Moquegua,MOQ,2,0
2020-05-09,Pasco,PAS,8,0
2020-05-09,Piura,PIU,91,0
2020-05-09,Puno,PUN,8,0
2020-05-09,San Martin,SMA,28,0
2020-05-09,Tumbes,TUM,22,0
2020-05-09,Ucayali,UCA,190,0
2020-05-10,Ancash,ANC,11,0
2020-05-10,Arequipa,ARE,25,0
2020-05-10,Ayacucho,AYA,2,0
2020-05-10,Cajamarca,CAJ,2,0
2020-05-10,Callao,CAL,42,0
2020-05-10,Cusco,CUS,2,0
2020-05-10,Huancavelica,HUA,1,0
2020-05-10,Huanuco,HCO,2,0
2020-05-10,Ica,ICA,12,0
2020-05-10,Junin,JUN,18,0
2020-05-10,La Libertad,LIB,38,0
2020-05-10,Lambayeque,LAM,27,0
2020-05-10,Lima,LIM,586,0
2020-05-10,Lima Region,LRE,13,0
2020-05-10,Loreto,LOR,51,0
2020-05-10,Pasco,PAS,2,0
2020-05-10,Piura,PIU,38,0
2020-05-10,Puno,PUN,1,0
2020-05-10,San Martin,SMA,14,0
2020-05-10,Tumbes,TUM,2,0
2020-05-10,Ucayali,UCA,47,0
2020-05-11,Amazonas,AMA,12,0
2020-05-11,Ancash,ANC,121,0
2020-05-11,Apurimac,APU,3,0
2020-05-11,Arequipa,ARE,51,0
2020-05-11,Ayacucho,AYA,15,0
2020-05-11,Cajamarca,CAJ,13,0
2020-05-11,Callao,CAL,212,0
2020-05-11,Cusco,CUS,56,0
2020-05-11,Huancavelica,HUA,1,0
2020-05-11,Huanuco,HCO,16,0
2020-05-11,Ica,ICA,43,0
2020-05-11,Junin,JUN,44,0
2020-05-11,La Libertad,LIB,58,0
2020-05-11,Lambayeque,LAM,127,0
2020-05-11,Lima,LIM,2225,0
2020-05-11,Lima Region,LRE,124,0
2020-05-11,Loreto,LOR,193,0
2020-05-11,Madre de Dios,MDI,18,0
2020-05-11,Moquegua,MOQ,5,0
2020-05-11,Pasco,PAS,3,0
2020-05-11,Piura,PIU,164,0
2020-05-11,Puno,PUN,4,0
2020-05-11,San Martin,SMA,11,0
2020-05-11,Tumbes,TUM,31,0
2020-05-11,Ucayali,UCA,47,0
2020-05-12,Amazonas,AMA,11,0
2020-05-12,Ancash,ANC,101,0
2020-05-12,Apurimac,APU,5,0
2020-05-12,Arequipa,ARE,104,0
2020-05-12,Ayacucho,AYA,19,0
2020-05-12,Cajamarca,CAJ,22,0
2020-05-12,Callao,CAL,316,0
2020-05-12,Cusco,CUS,33,0
2020-05-12,Huancavelica,HUA,1,0
2020-05-12,Huanuco,HCO,13,0
2020-05-12,Ica,ICA,98,0
2020-05-12,Junin,JUN,38,0
2020-05-12,La Libertad,LIB,105,0
2020-05-12,Lambayeque,LAM,130,0
2020-05-12,Lima,LIM,2837,0
2020-05-12,Lima Region,LRE,95,0
2020-05-12,Loreto,LOR,124,0
2020-05-12,Madre de Dios,MDI,12,0
2020-05-12,Moquegua,MOQ,2,0
2020-05-12,Pasco,PAS,12,0
2020-05-12,Piura,PIU,135,0
2020-05-12,Puno,PUN,6,0
2020-05-12,San Martin,SMA,12,0
2020-05-12,Tumbes,TUM,29,0
2020-05-12,Ucayali,UCA,84,0
2020-05-13,Amazonas,AMA,8,0
2020-05-13,Ancash,ANC,152,0
2020-05-13,Apurimac,APU,2,0
2020-05-13,Arequipa,ARE,112,0
2020-05-13,Ayacucho,AYA,20,0
2020-05-13,Cajamarca,CAJ,3,0
2020-05-13,Callao,CAL,351,0
2020-05-13,Cusco,CUS,47,0
2020-05-13,Huancavelica,HUA,5,0
2020-05-13,Huanuco,HCO,62,0
2020-05-13,Ica,ICA,77,0
2020-05-13,Junin,JUN,74,0
2020-05-13,La Libertad,LIB,72,0
2020-05-13,Lambayeque,LAM,165,0
2020-05-13,Lima,LIM,2618,0
2020-05-13,Lima Region,LRE,178,0
2020-05-13,Loreto,LOR,157,0
2020-05-13,Madre de Dios,MDI,17,0
2020-05-13,Moquegua,MOQ,12,0
2020-05-13,Pasco,PAS,10,0
2020-05-13,Piura,PIU,115,0
2020-05-13,Puno,PUN,3,0
2020-05-13,San Martin,SMA,29,0
2020-05-13,Tumbes,TUM,36,0
2020-05-13,Ucayali,UCA,109,0
2020-05-14,Amazonas,AMA,3,0
2020-05-14,Ancash,ANC,179,0
2020-05-14,Apurimac,APU,2,0
2020-05-14,Arequipa,ARE,121,0
2020-05-14,Ayacucho,AYA,13,0
2020-05-14,Cajamarca,CAJ,12,0
2020-05-14,Callao,CAL,325,0
2020-05-14,Cusco,CUS,31,0
2020-05-14,Huancavelica,HUA,12,0
2020-05-14,Huanuco,HCO,26,0
2020-05-14,Ica,ICA,90,0
2020-05-14,Junin,JUN,29,0
2020-05-14,La Libertad,LIB,85,0
2020-05-14,Lambayeque,LAM,182,0
2020-05-14,Lima,LIM,2063,0
2020-05-14,Lima Region,LRE,79,0
2020-05-14,Loreto,LOR,133,0
2020-05-14,Madre de Dios,MDI,10,0
2020-05-14,Moquegua,MOQ,9,0
2020-05-14,Pasco,PAS,16,0
2020-05-14,Piura,PIU,135,0
2020-05-14,Puno,PUN,2,0
2020-05-14,San Martin,SMA,38,0
2020-05-14,Tumbes,TUM,23,0
2020-05-14,Ucayali,UCA,111,0
2020-05-15,Amazonas,AMA,23,0
2020-05-15,Ancash,ANC,166,0
2020-05-15,Apurimac,APU,3,0
2020-05-15,Arequipa,ARE,96,0
2020-05-15,Ayacucho,AYA,50,0
2020-05-15,Cajamarca,CAJ,20,0
2020-05-15,Callao,CAL,310,0
2020-05-15,Cusco,CUS,6,0
2020-05-15,Huancavelica,HUA,6,0
2020-05-15,Huanuco,HCO,23,0
2020-05-15,Ica,ICA,104,0
2020-05-15,Junin,JUN,48,0
2020-05-15,La Libertad,LIB,212,0
2020-05-15,Lambayeque,LAM,262,0
2020-05-15,Lima,LIM,2219,0
2020-05-15,Lima Region,LRE,210,0
2020-05-15,Loreto,LOR,240,0
2020-05-15,Madre de Dios,MDI,5,0
2020-05-15,Moquegua,MOQ,1,0
2020-05-15,Pasco,PAS,10,0
2020-05-15,Piura,PIU,102,0
2020-05-15,Puno,PUN,9,0
2020-05-15,San Martin,SMA,22,0
2020-05-15,Tumbes,TUM,38,0
2020-05-15,Ucayali,UCA,104,0
2020-05-16,Amazonas,AMA,32,0
2020-05-16,Ancash,ANC,103,0
2020-05-16,Arequipa,ARE,85,0
2020-05-16,Ayacucho,AYA,40,0
2020-05-16,Cajamarca,CAJ,13,0
2020-05-16,Callao,CAL,215,0
2020-05-16,Cusco,CUS,10,0
2020-05-16,Huancavelica,HUA,5,0
2020-05-16,Huanuco,HCO,8,0
2020-05-16,Ica,ICA,122,0
2020-05-16,Junin,JUN,43,0
2020-05-16,La Libertad,LIB,145,0
2020-05-16,Lambayeque,LAM,134,0
2020-05-16,Lima,LIM,2282,0
2020-05-16,Lima Region,LRE,110,0
2020-05-16,Loreto,LOR,156,0
2020-05-16,Madre de Dios,MDI,20,0
2020-05-16,Moquegua,MOQ,13,0
2020-05-16,Pasco,PAS,20,0
2020-05-16,Piura,PIU,58,0
2020-05-16,Puno,PUN,3,0
2020-05-16,San Martin,SMA,54,0
2020-05-16,Tumbes,TUM,36,0
2020-05-16,Ucayali,UCA,407,0
2020-05-17,Amazonas,AMA,1,0
2020-05-17,Ancash,ANC,49,0
2020-05-17,Apurimac,APU,2,0
2020-05-17,Arequipa,ARE,8,0
2020-05-17,Ayacucho,AYA,9,0
2020-05-17,Cajamarca,CAJ,2,0
2020-05-17,Callao,CAL,108,0
2020-05-17,Huancavelica,HUA,9,0
2020-05-17,Huanuco,HCO,5,0
2020-05-17,Ica,ICA,34,0
2020-05-17,Junin,JUN,8,0
2020-05-17,La Libertad,LIB,6,0
2020-05-17,Lambayeque,LAM,27,0
2020-05-17,Lima,LIM,1241,0
2020-05-17,Lima Region,LRE,50,0
2020-05-17,Loreto,LOR,76,0
2020-05-17,Moquegua,MOQ,1,0
2020-05-17,Pasco,PAS,8,0
2020-05-17,Piura,PIU,50,0
2020-05-17,San Martin,SMA,19,0
2020-05-17,Tumbes,TUM,15,0
2020-05-17,Ucayali,UCA,57,0
2020-05-18,Amazonas,AMA,20,0
2020-05-18,Ancash,ANC,97,0
2020-05-18,Apurimac,APU,4,0
2020-05-18,Arequipa,ARE,86,0
2020-05-18,Ayacucho,AYA,15,0
2020-05-18,Cajamarca,CAJ,20,0
2020-05-18,Callao,CAL,238,0
2020-05-18,Cusco,CUS,7,0
2020-05-18,Huancavelica,HUA,6,0
2020-05-18,Huanuco,HCO,17,0
2020-05-18,Ica,ICA,184,0
2020-05-18,Junin,JUN,102,0
2020-05-18,La Libertad,LIB,120,0
2020-05-18,Lambayeque,LAM,225,0
2020-05-18,Lima,LIM,2885,0
2020-05-18,Lima Region,LRE,198,0
2020-05-18,Loreto,LOR,165,0
2020-05-18,Madre de Dios,MDI,17,0
2020-05-18,Moquegua,MOQ,11,0
2020-05-18,Pasco,PAS,10,0
2020-05-18,Piura,PIU,203,0
2020-05-18,Puno,PUN,7,0
2020-05-18,San Martin,SMA,93,0
2020-05-18,Tumbes,TUM,24,0
2020-05-18,Ucayali,UCA,354,0
2020-05-19,Amazonas,AMA,30,0
2020-05-19,Ancash,ANC,281,0
2020-05-19,Apurimac,APU,3,0
2020-05-19,Arequipa,ARE,122,0
2020-05-19,Ayacucho,AYA,17,0
2020-05-19,Cajamarca,CAJ,28,0
2020-05-19,Callao,CAL,382,0
2020-05-19,Cusco,CUS,40,0
2020-05-19,Huancavelica,HUA,16,0
2020-05-19,Huanuco,HCO,20,0
2020-05-19,Ica,ICA,95,0
2020-05-19,Junin,JUN,41,0
2020-05-19,La Libertad,LIB,134,0
2020-05-19,Lambayeque,LAM,218,0
2020-05-19,Lima,LIM,2647,0
2020-05-19,Lima Region,LRE,158,0
2020-05-19,Loreto,LOR,257,0
2020-05-19,Madre de Dios,MDI,10,0
2020-05-19,Moquegua,MOQ,45,0
2020-05-19,Pasco,PAS,22,0
2020-05-19,Piura,PIU,340,0
2020-05-19,Puno,PUN,7,0
2020-05-19,San Martin,SMA,89,0
2020-05-19,Tumbes,TUM,42,0
2020-05-19,Ucayali,UCA,140,0
2020-05-20,Amazonas,AMA,12,0
2020-05-20,Ancash,ANC,125,0
2020-05-20,Arequipa,ARE,156,0
2020-05-20,Ayacucho,AYA,17,0
2020-05-20,Cajamarca,CAJ,27,0
2020-05-20,Callao,CAL,349,0
2020-05-20,Cusco,CUS,31,0
2020-05-20,Huancavelica,HUA,10,0
2020-05-20,Huanuco,HCO,17,0
2020-05-20,Ica,ICA,107,0
2020-05-20,Junin,JUN,45,0
2020-05-20,La Libertad,LIB,142,0
2020-05-20,Lambayeque,LAM,134,0
2020-05-20,Lima,LIM,2748,0
2020-05-20,Lima Region,LRE,199,0
2020-05-20,Loreto,LOR,195,0
2020-05-20,Madre de Dios,MDI,6,0
2020-05-20,Moquegua,MOQ,64,0
2020-05-20,Pasco,PAS,25,0
2020-05-20,Piura,PIU,467,0
2020-05-20,Puno,PUN,9,0
2020-05-20,San Martin,SMA,44,0
2020-05-20,Tumbes,TUM,31,0
2020-05-20,Ucayali,UCA,317,0
2020-05-21,Amazonas,AMA,54,0
2020-05-21,Ancash,ANC,134,0
2020-05-21,Apurimac,APU,5,0
2020-05-21,Arequipa,ARE,144,0
2020-05-21,Ayacucho,AYA,22,0
2020-05-21,Cajamarca,CAJ,19,0
2020-05-21,Callao,CAL,382,0
2020-05-21,Cusco,CUS,41,0
2020-05-21,Huancavelica,HUA,17,0
2020-05-21,Huanuco,HCO,10,0
2020-05-21,Ica,ICA,178,0
2020-05-21,Junin,JUN,39,0
2020-05-21,La Libertad,LIB,267,0
2020-05-21,Lambayeque,LAM,165,0
2020-05-21,Lima,LIM,2863,0
2020-05-21,Lima Region,LRE,99,0
2020-05-21,Loreto,LOR,201,0
2020-05-21,Madre de Dios,MDI,10,0
2020-05-21,Moquegua,MOQ,49,0
2020-05-21,Pasco,PAS,33,0
2020-05-21,Piura,PIU,433,0
2020-05-21,Puno,PUN,40,0
2020-05-21,San Martin,SMA,52,0
2020-05-21,Tumbes,TUM,48,0
2020-05-21,Ucayali,UCA,170,0
2020-05-22,Amazonas,AMA,25,0
2020-05-22,Ancash,ANC,180,0
2020-05-22,Apurimac,APU,14,0
2020-05-22,Arequipa,ARE,197,0
2020-05-22,Ayacucho,AYA,41,0
2020-05-22,Cajamarca,CAJ,29,0
2020-05-22,Callao,CAL,428,0
2020-05-22,Cusco,CUS,44,0
2020-05-22,Huancavelica,HUA,24,0
2020-05-22,Huanuco,HCO,36,0
2020-05-22,Ica,ICA,108,0
2020-05-22,Junin,JUN,54,0
2020-05-22,La Libertad,LIB,234,0
2020-05-22,Lambayeque,LAM,157,0
2020-05-22,Lima,LIM,3222,0
2020-05-22,Lima Region,LRE,197,0
2020-05-22,Loreto,LOR,152,0
2020-05-22,Madre de Dios,MDI,42,0
2020-05-22,Moquegua,MOQ,60,0
2020-05-22,Pasco,PAS,52,0
2020-05-22,Piura,PIU,480,0
2020-05-22,Puno,PUN,25,0
2020-05-22,San Martin,SMA,27,0
2020-05-22,Tumbes,TUM,45,0
2020-05-22,Ucayali,UCA,192,0
2020-05-23,Amazonas,AMA,8,0
2020-05-23,Ancash,ANC,140,0
2020-05-23,Apurimac,APU,9,0
2020-05-23,Arequipa,ARE,146,0
2020-05-23,Ayacucho,AYA,36,0
2020-05-23,Cajamarca,CAJ,50,0
2020-05-23,Callao,CAL,346,0
2020-05-23,Cusco,CUS,32,0
2020-05-23,Huancavelica,HUA,6,0
2020-05-23,Huanuco,HCO,22,0
2020-05-23,Ica,ICA,92,0
2020-05-23,Junin,JUN,38,0
2020-05-23,La Libertad,LIB,186,0
2020-05-23,Lambayeque,LAM,199,0
2020-05-23,Lima,LIM,2792,0
2020-05-23,Lima Region,LRE,258,0
2020-05-23,Loreto,LOR,149,0
2020-05-23,Madre de Dios,MDI,32,0
2020-05-23,Moquegua,MOQ,35,0
2020-05-23,Pasco,PAS,45,0
2020-05-23,Piura,PIU,539,0
2020-05-23,Puno,PUN,10,0
2020-05-23,San Martin,SMA,20,0
2020-05-23,Tumbes,TUM,34,0
2020-05-23,Ucayali,UCA,125,0
